date,hour,pm2.5
2010/4/7,0,35.0
2010/4/7,1,11.0
2010/4/7,2,41.0
2010/4/7,3,55.0
2010/4/7,4,111.0
2010/4/7,5,5.0
2010/4/7,6,4.0
2010/4/7,7,38.0
2010/4/7,8,184.0
2010/4/7,9,198.0
2010/4/7,10,16.0
2010/4/7,11,57.0
2010/4/7,12,75.0
2010/4/7,13,99.0
2010/4/7,14,97.0
2010/4/7,15,48.0
2010/4/7,16,105.0
2010/4/7,17,78.0
2010/4/7,18,132.0
2010/4/7,19,107.0
2010/4/7,20,117.0
2010/4/7,21,115.0
2010/4/7,22,103.0
2010/4/7,23,100.0
2010/4/14,0,149.0
2010/4/14,1,7.0
2010/4/14,2,21.0
2010/4/14,3,55.0
2010/4/14,4,111.0
2010/4/14,5,48.0
2010/4/14,6,98.0
2010/4/14,7,94.0
2010/4/14,8,16.0
2010/4/14,9,70.0
2010/4/14,10,167.0
2010/4/14,11,19.0
2010/4/14,12,238.0
2010/4/14,13,238.0
2010/4/14,14,95.0
2010/4/14,15,11.0
2010/4/14,16,10.0
2010/4/14,17,13.0
2010/4/14,18,28.0
2010/4/14,19,39.0
2010/4/14,20,93.0
2010/4/14,21,64.0
2010/4/14,22,164.0
2010/4/14,23,99.0
2010/4/21,0,86.0
2010/4/21,1,53.0
2010/4/21,2,219.0
2010/4/21,3,21.0
2010/4/21,4,23.0
2010/4/21,5,66.0
2010/4/21,6,28.0
2010/4/21,7,6.0
2010/4/21,8,324.0
2010/4/21,9,3.0
2010/4/21,10,22.0
2010/4/21,11,14.0
2010/4/21,12,27.0
2010/4/21,13,40.0
2010/4/21,14,12.0
2010/4/21,15,11.0
2010/4/21,16,30.0
2010/4/21,17,27.0
2010/4/21,18,12.0
2010/4/21,19,55.0
2010/4/21,20,22.0
2010/4/21,21,23.0
2010/4/21,22,64.0
2010/4/21,23,11.0
2010/4/28,0,9.0
2010/4/28,1,22.0
2010/4/28,2,24.0
2010/4/28,3,16.0
2010/4/28,4,16.0
2010/4/28,5,13.0
2010/4/28,6,18.0
2010/4/28,7,18.0
2010/4/28,8,14.0
2010/4/28,9,14.0
2010/4/28,10,14.0
2010/4/28,11,14.0
2010/4/28,12,14.0
2010/4/28,13,14.0
2010/4/28,14,14.0
2010/4/28,15,14.0
2010/4/28,16,14.0
2010/4/28,17,14.0
2010/4/28,18,14.0
2010/4/28,19,14.0
2010/4/28,20,14.0
2010/4/28,21,14.0
2010/4/28,22,14.0
2010/4/28,23,14.0
2010/5/5,0,101.0
2010/5/5,1,58.0
2010/5/5,2,43.0
2010/5/5,3,57.0
2010/5/5,4,71.0
2010/5/5,5,80.0
2010/5/5,6,80.0
2010/5/5,7,93.0
2010/5/5,8,96.0
2010/5/5,9,109.0
2010/5/5,10,102.0
2010/5/5,11,68.0
2010/5/5,12,154.0
2010/5/5,13,75.0
2010/5/5,14,7.0
2010/5/5,15,30.0
2010/5/5,16,28.0
2010/5/5,17,49.0
2010/5/5,18,9.0
2010/5/5,19,21.0
2010/5/5,20,251.0
2010/5/5,21,14.0
2010/5/5,22,59.0
2010/5/5,23,18.0
2010/5/12,0,259.0
2010/5/12,1,53.0
2010/5/12,2,219.0
2010/5/12,3,105.0
2010/5/12,4,111.0
2010/5/12,5,66.0
2010/5/12,6,54.0
2010/5/12,7,81.0
2010/5/12,8,81.0
2010/5/12,9,51.0
2010/5/12,10,74.0
2010/5/12,11,8.0
2010/5/12,12,52.0
2010/5/12,13,238.0
2010/5/12,14,53.0
2010/5/12,15,142.0
2010/5/12,16,66.0
2010/5/12,17,143.0
2010/5/12,18,165.0
2010/5/12,19,166.0
2010/5/12,20,73.0
2010/5/12,21,148.0
2010/5/12,22,145.0
2010/5/12,23,111.0
2010/5/19,0,57.0
2010/5/19,1,56.0
2010/5/19,2,263.0
2010/5/19,3,57.0
2010/5/19,4,46.0
2010/5/19,5,36.0
2010/5/19,6,33.0
2010/5/19,7,92.0
2010/5/19,8,135.0
2010/5/19,9,80.0
2010/5/19,10,136.0
2010/5/19,11,120.0
2010/5/19,12,52.0
2010/5/19,13,75.0
2010/5/19,14,42.0
2010/5/19,15,16.0
2010/5/19,16,7.0
2010/5/19,17,12.0
2010/5/19,18,38.0
2010/5/19,19,74.0
2010/5/19,20,23.0
2010/5/19,21,32.0
2010/5/19,22,353.0
2010/5/19,23,18.0
2010/5/26,0,101.0
2010/5/26,1,84.0
2010/5/26,2,43.0
2010/5/26,3,35.0
2010/5/26,4,75.0
2010/5/26,5,4.0
2010/5/26,6,4.0
2010/5/26,7,92.0
2010/5/26,8,135.0
2010/5/26,9,143.0
2010/5/26,10,132.0
2010/5/26,11,150.0
2010/5/26,12,85.0
2010/5/26,13,143.0
2010/5/26,14,26.0
2010/5/26,15,174.0
2010/5/26,16,253.0
2010/5/26,17,64.0
2010/5/26,18,116.0
2010/5/26,19,68.0
2010/5/26,20,43.0
2010/5/26,21,93.0
2010/5/26,22,86.0
2010/5/26,23,33.0
2010/6/2,17,52.0
2010/6/2,18,168.0
2010/6/2,19,25.0
2010/6/2,20,12.0
2010/6/2,21,45.0
2010/6/2,22,170.0
2010/6/2,23,18.0
2010/6/9,17,59.0
2010/6/9,18,43.0
2010/6/9,19,42.0
2010/6/9,20,269.0
2010/6/9,21,38.0
2010/6/9,22,48.0
2010/6/9,23,66.0
2010/6/16,0,57.0
2010/6/16,1,46.0
2010/6/16,2,21.0
2010/6/16,3,35.0
2010/6/16,4,11.0
2010/6/16,5,25.0
2010/6/16,6,28.0
2010/6/16,7,92.0
2010/6/16,8,135.0
2010/6/16,9,15.0
2010/6/16,10,61.0
2010/6/16,11,54.0
2010/6/16,12,3.0
2010/6/16,13,26.0
2010/6/16,14,91.0
2010/6/16,15,113.0
2010/6/16,16,110.0
2010/6/16,17,32.0
2010/6/16,18,79.0
2010/6/16,19,56.0
2010/6/16,20,78.0
2010/6/16,21,27.0
2010/6/16,22,101.0
2010/6/16,23,480.0
2010/6/23,10,187.0
2010/6/23,11,13.0
2010/6/23,12,81.0
2010/6/23,13,73.0
2010/6/23,14,134.0
2010/6/23,15,120.0
2010/6/23,16,220.0
2010/6/23,17,45.0
2010/6/23,18,78.0
2010/6/23,19,35.0
2010/6/23,20,12.0
2010/6/23,21,27.0
2010/6/23,22,87.0
2010/6/23,23,27.0
2010/6/30,0,40.0
2010/6/30,1,134.0
2010/6/30,2,135.0
2010/6/30,3,72.0
2010/6/30,4,111.0
2010/6/30,5,40.0
2010/6/30,6,28.0
2010/6/30,7,92.0
2010/6/30,8,81.0
2010/6/30,9,254.0
2010/6/30,10,107.0
2010/6/30,11,24.0
2010/6/30,12,238.0
2010/6/30,13,80.0
2010/6/30,14,28.0
2010/6/30,15,142.0
2010/6/30,16,16.0
2010/6/30,17,148.0
2010/6/30,18,82.0
2010/6/30,19,39.0
2010/6/30,20,46.0
2010/6/30,21,82.0
2010/6/30,22,21.0
2010/6/30,23,66.0
2010/7/7,0,56.0
2010/7/7,1,59.0
2010/7/7,2,78.0
2010/7/7,3,53.0
2010/7/7,4,21.0
2010/7/7,5,33.0
2010/7/7,6,69.0
2010/7/7,7,124.0
2010/7/7,8,188.0
2010/7/7,9,128.0
2010/7/7,10,44.0
2010/7/7,11,109.0
2010/7/7,12,173.0
2010/7/7,13,151.0
2010/7/7,14,6.0
2010/7/7,15,114.0
2010/7/7,16,85.0
2010/7/7,17,114.0
2010/7/7,18,114.0
2010/7/7,19,17.0
2010/7/7,20,77.0
2010/7/7,21,63.0
2010/7/7,22,22.0
2010/7/7,23,98.0
2010/7/14,0,25.0
2010/7/14,1,57.0
2010/7/14,2,68.0
2010/7/14,3,17.0
2010/7/14,4,64.0
2010/7/14,5,18.0
2010/7/14,6,69.0
2010/7/14,7,98.0
2010/7/14,8,184.0
2010/7/14,9,44.0
2010/7/14,10,76.0
2010/7/14,11,76.0
2010/7/14,12,22.0
2010/7/14,13,16.0
2010/7/14,14,28.0
2010/7/14,15,38.0
2010/7/14,16,96.0
2010/7/14,17,23.0
2010/7/14,18,96.0
2010/7/14,19,25.0
2010/7/14,20,113.0
2010/7/14,21,32.0
2010/7/14,22,336.0
2010/7/14,23,60.0
2010/7/21,0,112.0
2010/7/21,1,84.0
2010/7/21,2,120.0
2010/7/21,3,204.0
2010/7/21,4,50.0
2010/7/21,5,50.0
2010/7/21,6,27.0
2010/7/21,7,17.0
2010/7/21,8,184.0
2010/7/21,9,44.0
2010/7/21,10,35.0
2010/7/21,11,4.0
2010/7/21,12,22.0
2010/7/21,13,11.0
2010/7/21,14,80.0
2010/7/21,15,27.0
2010/7/21,16,48.0
2010/7/21,17,66.0
2010/7/21,18,128.0
2010/7/21,19,38.0
2010/7/21,20,59.0
2010/7/21,21,88.0
2010/7/21,22,336.0
2010/7/21,23,66.0
2010/7/28,0,69.0
2010/7/28,1,139.0
2010/7/28,2,133.0
2010/7/28,3,130.0
2010/7/28,4,59.0
2010/7/28,5,59.0
2010/7/28,6,59.0
2010/7/28,7,179.0
2010/7/28,8,179.0
2010/7/28,9,97.0
2010/7/28,10,97.0
2010/7/28,11,86.0
2010/7/28,12,86.0
2010/7/28,13,6.0
2010/7/28,14,29.0
2010/7/28,15,44.0
2010/7/28,16,27.0
2010/7/28,17,80.0
2010/7/28,18,34.0
2010/7/28,19,37.0
2010/7/28,20,97.0
2010/7/28,21,41.0
2010/7/28,22,150.0
2010/7/28,23,128.0
2010/8/4,0,34.0
2010/8/4,1,38.0
2010/8/4,2,21.0
2010/8/4,3,9.0
2010/8/4,4,33.0
2010/8/4,5,18.0
2010/8/4,6,163.0
2010/8/4,7,124.0
2010/8/4,8,114.0
2010/8/4,9,130.0
2010/8/4,10,74.0
2010/8/4,11,17.0
2010/8/4,12,10.0
2010/8/4,13,27.0
2010/8/4,14,82.0
2010/8/4,15,19.0
2010/8/4,16,212.0
2010/8/4,17,18.0
2010/8/4,18,10.0
2010/8/4,19,9.0
2010/8/4,20,66.0
2010/8/4,21,16.0
2010/8/4,22,10.0
2010/8/4,23,101.0
2010/8/11,0,57.0
2010/8/11,1,53.0
2010/8/11,2,53.0
2010/8/11,3,106.0
2010/8/11,4,80.0
2010/8/11,5,77.0
2010/8/11,6,110.0
2010/8/11,7,243.0
2010/8/11,8,108.0
2010/8/11,9,110.0
2010/8/11,10,145.0
2010/8/11,11,79.0
2010/8/11,12,293.0
2010/8/11,13,65.0
2010/8/11,14,53.0
2010/8/11,15,47.0
2010/8/11,16,153.0
2010/8/11,17,53.0
2010/8/11,18,158.0
2010/8/11,19,168.0
2010/8/11,20,182.0
2010/8/11,21,118.0
2010/8/11,22,62.0
2010/8/11,23,47.0
2010/8/18,0,130.0
2010/8/18,1,130.0
2010/8/18,2,130.0
2010/8/18,3,130.0
2010/8/18,4,59.0
2010/8/18,5,59.0
2010/8/18,6,59.0
2010/8/18,7,179.0
2010/8/18,8,179.0
2010/8/18,9,84.0
2010/8/18,10,89.0
2010/8/18,11,76.0
2010/8/18,12,48.0
2010/8/18,13,16.0
2010/8/18,14,107.0
2010/8/18,15,38.0
2010/8/18,16,31.0
2010/8/18,17,94.0
2010/8/18,18,96.0
2010/8/18,19,61.0
2010/8/18,20,29.0
2010/8/18,21,49.0
2010/8/18,22,22.0
2010/8/18,23,22.0
2010/8/25,0,194.0
2010/8/25,1,66.0
2010/8/25,2,35.0
2010/8/25,3,206.0
2010/8/25,4,50.0
2010/8/25,5,18.0
2010/8/25,6,27.0
2010/8/25,7,17.0
2010/8/25,8,39.0
2010/8/25,9,19.0
2010/8/25,10,16.0
2010/8/25,11,76.0
2010/8/25,12,42.0
2010/8/25,13,56.0
2010/8/25,14,12.0
2010/8/25,15,17.0
2010/8/25,16,15.0
2010/8/25,17,45.0
2010/8/25,18,60.0
2010/8/25,19,46.0
2010/8/25,20,113.0
2010/8/25,21,118.0
2010/8/25,22,55.0
2010/8/25,23,66.0
2010/9/1,0,57.0
2010/9/1,1,16.0
2010/9/1,2,44.0
2010/9/1,3,88.0
2010/9/1,4,44.0
2010/9/1,5,15.0
2010/9/1,6,163.0
2010/9/1,7,98.0
2010/9/1,8,39.0
2010/9/1,9,72.0
2010/9/1,10,7.0
2010/9/1,11,62.0
2010/9/1,12,26.0
2010/9/1,13,51.0
2010/9/1,14,12.0
2010/9/1,15,9.0
2010/9/1,16,219.0
2010/9/1,17,21.0
2010/9/1,18,39.0
2010/9/1,19,9.0
2010/9/1,20,23.0
2010/9/1,21,49.0
2010/9/1,22,336.0
2010/9/1,23,210.0
2010/9/8,0,61.0
2010/9/8,1,14.0
2010/9/8,2,286.0
2010/9/8,3,3.0
2010/9/8,4,74.0
2010/9/8,5,39.0
2010/9/8,6,123.0
2010/9/8,7,73.0
2010/9/8,8,17.0
2010/9/8,9,19.0
2010/9/8,10,26.0
2010/9/8,11,98.0
2010/9/8,12,222.0
2010/9/8,13,49.0
2010/9/8,14,28.0
2010/9/8,15,50.0
2010/9/8,16,23.0
2010/9/8,17,69.0
2010/9/8,18,73.0
2010/9/8,19,180.0
2010/9/8,20,113.0
2010/9/8,21,32.0
2010/9/8,22,37.0
2010/9/8,23,225.0
2010/9/15,0,25.0
2010/9/15,1,57.0
2010/9/15,2,59.0
2010/9/15,3,91.0
2010/9/15,4,15.0
2010/9/15,5,33.0
2010/9/15,6,69.0
2010/9/15,7,82.0
2010/9/15,8,222.0
2010/9/15,9,70.0
2010/9/15,10,76.0
2010/9/15,11,87.0
2010/9/15,12,50.0
2010/9/15,13,116.0
2010/9/15,14,43.0
2010/9/15,15,134.0
2010/9/15,16,140.0
2010/9/15,17,147.0
2010/9/15,18,141.0
2010/9/15,19,142.0
2010/9/15,20,88.0
2010/9/15,21,158.0
2010/9/15,22,156.0
2010/9/15,23,52.0
2010/10/6,0,40.0
2010/10/6,1,311.0
2010/10/6,2,36.0
2010/10/6,3,299.0
2010/10/6,4,16.0
2010/10/6,5,38.0
2010/10/6,6,90.0
2010/10/6,7,80.0
2010/10/6,8,5.0
2010/10/6,9,27.0
2010/10/6,10,87.0
2010/10/6,11,134.0
2010/10/6,12,61.0
2010/10/6,13,29.0
2010/10/6,14,8.0
2010/10/6,15,25.0
2010/10/6,16,229.0
2010/10/6,17,79.0
2010/10/6,18,61.0
2010/10/6,19,89.0
2010/10/6,20,195.0
2010/10/6,21,86.0
2010/10/6,22,336.0
2010/10/6,23,14.0
2010/10/13,0,440.0
2010/10/13,1,61.0
2010/10/13,2,7.0
2010/10/13,3,185.0
2010/10/13,4,163.0
2010/10/13,5,19.0
2010/10/13,6,24.0
2010/10/13,7,13.0
2010/10/13,8,80.0
2010/10/13,9,27.0
2010/10/13,10,24.0
2010/10/13,11,34.0
2010/10/13,12,36.0
2010/10/13,13,29.0
2010/10/13,14,8.0
2010/10/13,15,55.0
2010/10/13,16,162.0
2010/10/13,17,53.0
2010/10/13,18,52.0
2010/10/13,19,306.0
2010/10/13,20,38.0
2010/10/13,21,86.0
2010/10/13,22,87.0
2010/10/13,23,264.0
2010/10/20,0,161.0
2010/10/20,1,311.0
2010/10/20,2,28.0
2010/10/20,3,49.0
2010/10/20,4,38.0
2010/10/20,5,87.0
2010/10/20,6,20.0
2010/10/20,7,40.0
2010/10/20,8,64.0
2010/10/20,9,27.0
2010/10/20,10,25.0
2010/10/20,11,9.0
2010/10/20,12,58.0
2010/10/20,13,276.0
2010/10/20,14,87.0
2010/10/20,15,82.0
2010/10/20,16,42.0
2010/10/20,17,23.0
2010/10/20,18,144.0
2010/10/20,19,306.0
2010/10/20,20,64.0
2010/10/20,21,11.0
2010/10/20,22,347.0
2010/10/20,23,66.0
2010/10/27,0,161.0
2010/10/27,1,311.0
2010/10/27,2,28.0
2010/10/27,3,244.0
2010/10/27,4,41.0
2010/10/27,5,77.0
2010/10/27,6,97.0
2010/10/27,7,48.0
2010/10/27,8,64.0
2010/10/27,9,27.0
2010/10/27,10,87.0
2010/10/27,11,134.0
2010/10/27,12,91.0
2010/10/27,13,18.0
2010/10/27,14,38.0
2010/10/27,15,10.0
2010/10/27,16,229.0
2010/10/27,17,79.0
2010/10/27,18,306.0
2010/10/27,19,36.0
2010/10/27,20,224.0
2010/10/27,21,78.0
2010/10/27,22,336.0
2010/10/27,23,66.0
2010/11/3,15,322.0
2010/11/3,16,43.0
2010/11/3,17,80.0
2010/11/3,18,306.0
2010/11/3,19,17.0
2010/11/3,20,53.0
2010/11/3,21,49.0
2010/11/3,22,336.0
2010/11/3,23,21.0
2010/11/10,0,14.0
2010/11/10,1,62.0
2010/11/10,2,130.0
2010/11/10,3,222.0
2010/11/10,4,198.0
2010/11/10,5,14.0
2010/11/10,6,76.0
2010/11/10,7,7.0
2010/11/10,8,24.0
2010/11/10,9,27.0
2010/11/10,10,87.0
2010/11/10,11,134.0
2010/11/10,12,61.0
2010/11/10,13,230.0
2010/11/10,14,38.0
2010/11/10,15,48.0
2010/11/10,16,91.0
2010/11/10,17,165.0
2010/11/10,18,63.0
2010/11/10,19,306.0
2010/11/10,20,38.0
2010/11/10,21,86.0
2010/11/10,22,116.0
2010/11/10,23,141.0
2010/11/17,0,15.0
2010/11/17,1,11.0
2010/11/17,2,16.0
2010/11/17,3,16.0
2010/11/17,4,12.0
2010/11/17,5,51.0
2010/11/17,6,290.0
2010/11/17,7,32.0
2010/11/17,8,5.0
2010/11/17,9,13.0
2010/11/17,10,16.0
2010/11/17,11,96.0
2010/11/17,12,42.0
2010/11/17,13,29.0
2010/11/17,14,32.0
2010/11/17,15,154.0
2010/11/17,16,14.0
2010/11/17,17,80.0
2010/11/17,18,69.0
2010/11/17,19,111.0
2010/11/17,20,20.0
2010/11/17,21,28.0
2010/11/17,22,336.0
2010/11/17,23,66.0
2010/11/24,0,23.0
2010/11/24,1,9.0
2010/11/24,2,297.0
2010/11/24,3,84.0
2010/11/24,4,61.0
2010/11/24,5,38.0
2010/11/24,6,19.0
2010/11/24,7,19.0
2010/11/24,8,269.0
2010/11/24,9,17.0
2010/11/24,10,32.0
2010/11/24,11,11.0
2010/11/24,12,16.0
2010/11/24,13,11.0
2010/11/24,14,10.0
2010/11/24,15,21.0
2010/11/24,16,6.0
2010/11/24,17,7.0
2010/11/24,18,30.0
2010/11/24,19,9.0
2010/11/24,20,9.0
2010/11/24,21,13.0
2010/11/24,22,26.0
2010/11/24,23,21.0
2010/12/1,0,105.0
2010/12/1,1,191.0
2010/12/1,2,85.0
2010/12/1,3,103.0
2010/12/1,4,98.0
2010/12/1,5,231.0
2010/12/1,6,53.0
2010/12/1,7,47.0
2010/12/1,8,11.0
2010/12/1,9,134.0
2010/12/1,10,134.0
2010/12/1,11,47.0
2010/12/1,12,27.0
2010/12/1,13,114.0
2010/12/1,14,8.0
2010/12/1,15,125.0
2010/12/1,16,234.0
2010/12/1,17,230.0
2010/12/1,18,168.0
2010/12/1,19,306.0
2010/12/1,20,20.0
2010/12/1,21,56.0
2010/12/1,22,21.0
2010/12/1,23,13.0
2010/12/8,0,81.0
2010/12/8,1,196.0
2010/12/8,2,61.0
2010/12/8,3,15.0
2010/12/8,4,34.0
2010/12/8,5,38.0
2010/12/8,6,58.0
2010/12/8,7,11.0
2010/12/8,8,73.0
2010/12/8,9,14.0
2010/12/8,10,80.0
2010/12/8,11,46.0
2010/12/8,12,22.0
2010/12/8,13,276.0
2010/12/8,14,322.0
2010/12/8,15,53.0
2010/12/8,16,13.0
2010/12/8,17,17.0
2010/12/8,18,13.0
2010/12/8,19,13.0
2010/12/8,20,12.0
2010/12/8,21,86.0
2010/12/8,22,116.0
2010/12/8,23,78.0
2010/12/15,0,17.0
2010/12/15,1,6.0
2010/12/15,2,8.0
2010/12/15,3,25.0
2010/12/15,4,12.0
2010/12/15,5,12.0
2010/12/15,6,12.0
2010/12/15,7,13.0
2010/12/15,8,21.0
2010/12/15,9,12.0
2010/12/15,10,94.0
2010/12/15,11,105.0
2010/12/15,12,14.0
2010/12/15,13,11.0
2010/12/15,14,10.0
2010/12/15,15,10.0
2010/12/15,16,9.0
2010/12/15,17,9.0
2010/12/15,18,9.0
2010/12/15,19,32.0
2010/12/15,20,242.0
